Photo_ID,Room_ID,Student_ID,Timestamp,Cleanliness_Level,Image_Path,Lighting_Condition,Detected_Items,Image_Features
A16.jpg,R33,Student015,19-03-2024 00:00,Clean,/images/A16.jpg,Daylight,"Dustbin, Chair, Bed","[0.73, 0.77, 0.07, 0.36, 0.12]"
A17.jpg,R24,Student036,20-03-2024 00:00,Average,/images/A17.jpg,Night,"Desk, Dustbin, Clutter","[0.86, 0.62, 0.33, 0.06, 0.31]"
A18.jpg,R6,Student005,21-03-2024 00:00,Average,/images/A18.jpg,Night,"Desk, Chair, Dustbin","[0.33, 0.73, 0.64, 0.89, 0.47]"
A19.jpg,R37,Student005,22-03-2024 00:00,Average,/images/A19.jpg,Daylight,"Chair, Desk, Clutter","[0.12, 0.71, 0.76, 0.56, 0.77]"
A20.jpg,R34,Student023,23-03-2024 00:00,Dirty,/images/A20.jpg,Daylight,"Dustbin, Chair, Clutter","[0.49, 0.52, 0.43, 0.03, 0.11]"
A21.jpg,R4,Student008,24-03-2024 00:00,Clean,/images/A21.jpg,Night,"Dustbin, Desk, Chair","[0.03, 0.64, 0.31, 0.51, 0.91]"
A22.jpg,R46,Student015,25-03-2024 00:00,Dirty,/images/A22.jpg,Night,"Bed, Clutter, Desk","[0.25, 0.41, 0.76, 0.23, 0.08]"
A23.jpg,R41,Student036,26-03-2024 00:00,Clean,/images/A23.jpg,Night,"Desk, Bed, Clutter","[0.29, 0.16, 0.93, 0.81, 0.63]"
A24.jpg,R42,Student011,27-03-2024 00:00,Dirty,/images/A24.jpg,Daylight,"Dustbin, Clutter, Chair","[0.87, 0.8, 0.19, 0.89, 0.54]"
A25.jpg,R3,Student002,28-03-2024 00:00,Clean,/images/A25.jpg,Night,"Dustbin, Chair, Clutter","[0.81, 0.9, 0.32, 0.11, 0.23]"
A26.jpg,R41,Student002,29-03-2024 00:00,Dirty,/images/A26.jpg,Night,"Clutter, Chair, Bed","[0.43, 0.82, 0.86, 0.01, 0.51]"
A27.jpg,R44,Student026,30-03-2024 00:00,Average,/images/A27.jpg,Daylight,"Bed, Dustbin, Chair","[0.42, 0.22, 0.12, 0.34, 0.94]"
A28.jpg,R27,Student031,31-03-2024 00:00,Clean,/images/A28.jpg,Night,"Desk, Dustbin, Chair","[0.32, 0.52, 0.7, 0.36, 0.97]"
A29.jpg,R46,Student021,01-04-2024 00:00,Average,/images/A29.jpg,Daylight,"Clutter, Bed, Dustbin","[0.96, 0.25, 0.5, 0.3, 0.28]"
A30.jpg,R16,Student030,02-04-2024 00:00,Average,/images/A30.jpg,Night,"Dustbin, Desk, Bed","[0.04, 0.61, 0.5, 0.05, 0.28]"
A31.jpg,R4,Student019,03-04-2024 00:00,Dirty,/images/A31.jpg,Night,"Dustbin, Desk, Chair","[0.91, 0.24, 0.14, 0.49, 0.99]"
A32.jpg,R37,Student047,04-04-2024 00:00,Clean,/images/A32.jpg,Daylight,"Chair, Desk, Dustbin","[0.24, 0.67, 0.76, 0.24, 0.73]"
A33.jpg,R20,Student032,05-04-2024 00:00,Clean,/images/A33.jpg,Night,"Desk, Chair, Bed","[0.37, 0.63, 0.63, 0.54, 0.09]"
A34.jpg,R14,Student038,06-04-2024 00:00,Clean,/images/A34.jpg,Daylight,"Clutter, Chair, Desk","[0.84, 0.32, 0.19, 0.04, 0.59]"
A35.jpg,R42,Student044,07-04-2024 00:00,Average,/images/A35.jpg,Daylight,"Bed, Chair, Desk","[0.68, 0.02, 0.51, 0.23, 0.65]"
A36.jpg,R17,Student047,08-04-2024 00:00,Average,/images/A36.jpg,Night,"Bed, Chair, Desk","[0.17, 0.69, 0.39, 0.94, 0.14]"
A37.jpg,R37,Student036,09-04-2024 00:00,Average,/images/A37.jpg,Night,"Bed, Chair, Clutter","[0.34, 0.11, 0.92, 0.88, 0.26]"
A38.jpg,R29,Student049,10-04-2024 00:00,Average,/images/A38.jpg,Daylight,"Dustbin, Bed, Desk","[0.66, 0.82, 0.56, 0.53, 0.24]"
A39.jpg,R24,Student022,11-04-2024 00:00,Average,/images/A39.jpg,Daylight,"Dustbin, Chair, Clutter","[0.09, 0.9, 0.9, 0.63, 0.34]"
A40.jpg,R3,Student003,12-04-2024 00:00,Clean,/images/A40.jpg,Night,"Chair, Desk, Bed","[0.35, 0.73, 0.9, 0.89, 0.78]"
A41.jpg,R39,Student033,13-04-2024 00:00,Average,/images/A41.jpg,Night,"Dustbin, Chair, Clutter","[0.64, 0.08, 0.16, 0.9, 0.61]"
A42.jpg,R48,Student020,14-04-2024 00:00,Average,/images/A42.jpg,Night,"Desk, Clutter, Dustbin","[0.01, 0.1, 0.66, 0.01, 0.16]"
A43.jpg,R2,Student024,15-04-2024 00:00,Dirty,/images/A43.jpg,Daylight,"Chair, Clutter, Desk","[0.55, 0.69, 0.65, 0.22, 0.71]"
A44.jpg,R45,Student041,16-04-2024 00:00,Dirty,/images/A44.jpg,Night,"Clutter, Dustbin, Desk","[0.24, 0.33, 0.75, 0.65, 0.85]"
A45.jpg,R4,Student038,17-04-2024 00:00,Clean,/images/A45.jpg,Night,"Dustbin, Desk, Bed","[0.66, 0.57, 0.09, 0.37, 0.27]"
A46.jpg,R37,Student045,18-04-2024 00:00,Clean,/images/A46.jpg,Daylight,"Chair, Clutter, Dustbin","[0.24, 0.97, 0.39, 0.89, 0.63]"
A47.jpg,R10,Student027,19-04-2024 00:00,Clean,/images/A47.jpg,Night,"Desk, Chair, Clutter","[0.79, 0.5, 0.58, 0.49, 0.2]"
A48.jpg,R47,Student004,20-04-2024 00:00,Clean,/images/A48.jpg,Daylight,"Desk, Clutter, Chair","[0.72, 0.28, 0.02, 0.65, 0.18]"
A49.jpg,R31,Student034,21-04-2024 00:00,Average,/images/A49.jpg,Daylight,"Chair, Clutter, Desk","[0.94, 0.95, 0.91, 0.37, 0.02]"
A50.jpg,R23,Student044,22-04-2024 00:00,Dirty,/images/A50.jpg,Night,"Desk, Chair, Bed","[0.93, 0.43, 0.97, 0.96, 0.85]"
A51.jpg,R16,Student018,23-04-2024 00:00,Average,/images/A51.jpg,Daylight,"Clutter, Desk, Chair","[0.29, 0.39, 0.85, 0.32, 0.17]"
A52.jpg,R14,Student045,24-04-2024 00:00,Average,/images/A52.jpg,Night,"Chair, Clutter, Desk","[0.56, 0.94, 0.7, 0.57, 0.1]"
A53.jpg,R47,Student018,25-04-2024 00:00,Clean,/images/A53.jpg,Night,"Chair, Clutter, Bed","[0.62, 0.99, 0.14, 0.52, 0.88]"
A54.jpg,R19,Student003,26-04-2024 00:00,Dirty,/images/A54.jpg,Daylight,"Clutter, Chair, Desk","[0.74, 0.7, 0.7, 0.36, 0.29]"
A55.jpg,R17,Student048,27-04-2024 00:00,Clean,/images/A55.jpg,Daylight,"Desk, Clutter, Chair","[0.81, 0.81, 0.87, 0.91, 0.51]"
A56.jpg,R45,Student018,28-04-2024 00:00,Clean,/images/A56.jpg,Daylight,"Dustbin, Bed, Clutter","[0.5, 0.8, 0.65, 0.7, 0.8]"
A57.jpg,R34,Student015,29-04-2024 00:00,Clean,/images/A57.jpg,Daylight,"Bed, Chair, Dustbin","[0.89, 0.34, 0.38, 0.09, 0.58]"
A58.jpg,R46,Student031,30-04-2024 00:00,Dirty,/images/A58.jpg,Daylight,"Bed, Dustbin, Chair","[0.04, 0.47, 0.54, 0.29, 0.59]"
A59.jpg,R42,Student031,01-05-2024 00:00,Dirty,/images/A59.jpg,Daylight,"Clutter, Desk, Dustbin","[0.03, 0.04, 0.82, 0.36, 0.13]"
A60.jpg,R42,Student004,02-05-2024 00:00,Dirty,/images/A60.jpg,Daylight,"Desk, Bed, Chair","[0.52, 0.77, 0.22, 0.62, 0.09]"
A61.jpg,R27,Student012,03-05-2024 00:00,Average,/images/A61.jpg,Night,"Dustbin, Clutter, Bed","[0.05, 0.53, 0.54, 0.64, 0.73]"
A62.jpg,R1,Student020,04-05-2024 00:00,Dirty,/images/A62.jpg,Daylight,"Clutter, Desk, Dustbin","[0.98, 0.52, 0.32, 0.8, 0.27]"
A63.jpg,R42,Student035,05-05-2024 00:00,Average,/images/A63.jpg,Daylight,"Desk, Chair, Dustbin","[0.44, 0.08, 0.03, 0.96, 0.84]"
A64.jpg,R13,Student008,06-05-2024 00:00,Clean,/images/A64.jpg,Night,"Clutter, Dustbin, Bed","[0.7, 0.41, 0.17, 0.16, 0.25]"
A65.jpg,R48,Student022,07-05-2024 00:00,Dirty,/images/A65.jpg,Daylight,"Dustbin, Chair, Desk","[0.55, 0.71, 0.66, 0.28, 0.95]"
A66.jpg,R33,Student021,08-05-2024 00:00,Average,/images/A66.jpg,Daylight,"Dustbin, Desk, Chair","[0.74, 0.55, 0.61, 0.42, 0.25]"
A67.jpg,R21,Student016,09-05-2024 00:00,Average,/images/A67.jpg,Night,"Dustbin, Chair, Desk","[0.36, 0.76, 0.01, 0.12, 0.05]"
A68.jpg,R22,Student020,10-05-2024 00:00,Dirty,/images/A68.jpg,Daylight,"Clutter, Desk, Chair","[0.04, 0.86, 0.7, 0.47, 0.1]"
A69.jpg,R16,Student004,11-05-2024 00:00,Clean,/images/A69.jpg,Night,"Clutter, Dustbin, Chair","[0.49, 0.47, 0.17, 0.43, 0.4]"
A70.jpg,R44,Student033,12-05-2024 00:00,Average,/images/A70.jpg,Daylight,"Clutter, Desk, Chair","[0.62, 0.64, 0.05, 0.37, 0.63]"
A71.jpg,R15,Student015,13-05-2024 00:00,Average,/images/A71.jpg,Daylight,"Chair, Clutter, Dustbin","[0.5, 0.86, 0.66, 0.16, 0.07]"
A72.jpg,R45,Student036,14-05-2024 00:00,Dirty,/images/A72.jpg,Daylight,"Dustbin, Bed, Clutter","[0.64, 0.03, 0.59, 0.94, 0.58]"
A73.jpg,R29,Student034,15-05-2024 00:00,Average,/images/A73.jpg,Daylight,"Desk, Bed, Chair","[0.39, 0.64, 0.46, 0.55, 0.94]"
A74.jpg,R36,Student033,16-05-2024 00:00,Dirty,/images/A74.jpg,Daylight,"Dustbin, Clutter, Chair","[0.39, 0.96, 0.91, 0.2, 0.07]"
A75.jpg,R29,Student008,17-05-2024 00:00,Clean,/images/A75.jpg,Night,"Bed, Chair, Desk","[0.1, 0.02, 0.09, 0.68, 0.07]"
A76.jpg,R30,Student009,18-05-2024 00:00,Average,/images/A76.jpg,Night,"Desk, Bed, Clutter","[0.32, 0.84, 0.02, 0.81, 0.28]"
A77.jpg,R30,Student044,19-05-2024 00:00,Dirty,/images/A77.jpg,Daylight,"Chair, Clutter, Bed","[0.12, 0.7, 0.63, 0.88, 0.74]"
A78.jpg,R48,Student014,20-05-2024 00:00,Clean,/images/A78.jpg,Daylight,"Chair, Clutter, Desk","[0.8, 0.28, 0.18, 0.75, 0.81]"
A79.jpg,R5,Student035,21-05-2024 00:00,Clean,/images/A79.jpg,Night,"Bed, Clutter, Dustbin","[0.99, 0.41, 0.37, 0.78, 0.34]"
A80.jpg,R12,Student050,22-05-2024 00:00,Dirty,/images/A80.jpg,Night,"Clutter, Chair, Dustbin","[0.93, 0.86, 0.43, 0.75, 0.75]"
A81.jpg,R25,Student025,23-05-2024 00:00,Dirty,/images/A81.jpg,Daylight,"Clutter, Bed, Chair","[0.1, 0.9, 0.51, 0.83, 0.32]"
A82.jpg,R35,Student026,24-05-2024 00:00,Clean,/images/A82.jpg,Daylight,"Bed, Desk, Dustbin","[0.9, 0.39, 0.01, 0.91, 0.09]"
A83.jpg,R30,Student044,25-05-2024 00:00,Average,/images/A83.jpg,Night,"Dustbin, Desk, Chair","[0.32, 0.95, 0.95, 0.57, 0.63]"
A84.jpg,R23,Student010,26-05-2024 00:00,Clean,/images/A84.jpg,Daylight,"Bed, Chair, Clutter","[0.45, 0.29, 0.33, 0.67, 0.75]"
A85.jpg,R50,Student002,27-05-2024 00:00,Clean,/images/A85.jpg,Daylight,"Bed, Desk, Dustbin","[0.79, 0.79, 0.09, 0.49, 0.06]"
A86.jpg,R39,Student044,28-05-2024 00:00,Clean,/images/A86.jpg,Daylight,"Bed, Chair, Dustbin","[0.55, 0.44, 0.89, 0.35, 0.12]"
A87.jpg,R15,Student035,29-05-2024 00:00,Clean,/images/A87.jpg,Daylight,"Desk, Clutter, Bed","[0.14, 0.76, 0.62, 0.1, 0.08]"
A88.jpg,R47,Student037,30-05-2024 00:00,Dirty,/images/A88.jpg,Night,"Dustbin, Clutter, Bed","[0.7, 0.07, 0.82, 0.71, 0.08]"
A89.jpg,R43,Student034,31-05-2024 00:00,Average,/images/A89.jpg,Night,"Clutter, Bed, Desk","[0.08, 0.99, 0.37, 0.37, 0.81]"
A90.jpg,R38,Student048,01-06-2024 00:00,Dirty,/images/A90.jpg,Night,"Desk, Chair, Bed","[0.95, 0.99, 0.75, 0.38, 0.08]"
A91.jpg,R23,Student042,02-06-2024 00:00,Average,/images/A91.jpg,Night,"Chair, Desk, Bed","[0.78, 0.56, 0.42, 0.91, 0.11]"
A92.jpg,R20,Student025,03-06-2024 00:00,Dirty,/images/A92.jpg,Night,"Dustbin, Desk, Chair","[0.49, 0.01, 0.47, 0.06, 0.12]"
A93.jpg,R46,Student010,04-06-2024 00:00,Clean,/images/A93.jpg,Night,"Chair, Dustbin, Desk","[0.12, 0.65, 0.75, 0.58, 0.96]"
A94.jpg,R16,Student017,05-06-2024 00:00,Average,/images/A94.jpg,Daylight,"Chair, Clutter, Bed","[0.37, 0.29, 0.87, 0.22, 0.96]"
A95.jpg,R35,Student047,06-06-2024 00:00,Clean,/images/A95.jpg,Night,"Chair, Bed, Desk","[0.01, 0.97, 0.04, 0.89, 0.53]"
A96.jpg,R13,Student049,07-06-2024 00:00,Dirty,/images/A96.jpg,Daylight,"Chair, Dustbin, Desk","[0.99, 0.07, 0.55, 0.97, 0.52]"
A97.jpg,R20,Student001,08-06-2024 00:00,Clean,/images/A97.jpg,Daylight,"Chair, Dustbin, Clutter","[0.63, 0.7, 0.45, 0.63, 0.58]"
A98.jpg,R39,Student046,09-06-2024 00:00,Average,/images/A98.jpg,Daylight,"Desk, Clutter, Dustbin","[0.9, 0.05, 0.28, 0.95, 0.89]"
A99.jpg,R25,Student030,10-06-2024 00:00,Dirty,/images/A99.jpg,Night,"Clutter, Desk, Dustbin","[0.46, 0.62, 0.28, 0.19, 0.46]"
A100.jpg,R33,Student032,11-06-2024 00:00,Clean,/images/A100.jpg,Night,"Clutter, Dustbin, Chair","[0.35, 0.58, 0.08, 0.97, 0.99]"
